location,population,date,HighestInfectionCount,PercentPopulationInfected
Kosovo,1932774,1/31/2021,60218,3.11562552062476
Kosovo,1932774,2/1/2021,60218,3.11562552062476
Kosovo,1932774,2/2/2021,60218,3.11562552062476
Russia,145934460,4/6/2021,4546307,3.11530737839438
Colombia,50882884,12/26/2020,1584903,3.11480575668628
Bulgaria,6948445,1/26/2021,216416,3.11459614345368
Uruguay,3473727,4/1/2021,108188,3.11446466576101
Belize,397621,3/15/2021,12383,3.11427213351408
Argentina,45195777,11/27/2020,1407277,3.11373560410301
Panama,4314768,11/1/2020,134336,3.11340030333033
Armenia,2963234,11/1/2020,92254,3.11328771200654
Latvia,1886202,1/21/2021,58710,3.11260405831401
Romania,19237682,12/22/2020,598792,3.11259953252164
Peru,32971846,1/10/2021,1026180,3.11229161994752
Peru,32971846,1/8/2021,1026180,3.11229161994752
Peru,32971846,1/9/2021,1026180,3.11229161994752
Turkey,84339067,2/19/2021,2624019,3.11127345053509
Belize,397621,3/12/2021,12370,3.11100268848979
Belize,397621,3/13/2021,12370,3.11100268848979
Belize,397621,3/14/2021,12370,3.11100268848979
Jordan,10203140,1/20/2021,317405,3.11085606979812
Russia,145934460,4/5/2021,4538101,3.10968430622897
Qatar,2881060,6/23/2020,89579,3.10923757228242
Belize,397621,3/11/2021,12359,3.10823623500771
Palestine,5101416,1/30/2021,158559,3.10813703489384
Chile,19116209,12/24/2020,594152,3.10810579649971
Azerbaijan,10139175,4/27/2021,315119,3.10793531031864
France,68147687,11/18/2020,2117968,3.10790885683325
Cape Verde,555988,3/30/2021,17279,3.10780088778895
Belize,397621,3/10/2021,12355,3.10723025192331
Ukraine,43733759,2/23/2021,1358871,3.10714430012751
Canada,37742157,4/23/2021,1172697,3.10712766098663
Germany,83783945,3/16/2021,2603064,3.10687686047727
Brazil,212559409,12/6/2020,6603540,3.10667969536931
Hungary,9660350,12/19/2020,300022,3.10570527982941
Austria,9006400,11/29/2020,279708,3.10565819861432
Greece,10423056,4/21/2021,323639,3.10502984921121
Maldives,540542,2/7/2021,16783,3.10484661691413
Belize,397621,3/9/2021,12345,3.10471529421233
Netherlands,17134873,11/30/2020,531930,3.10437083484657
European Union,444919060,12/17/2020,13811931,3.1043693655201
Europe,748680069,12/29/2020,23241193,3.10428899637236
Russia,145934460,4/4/2021,4529576,3.10384264278636
Bahrain,1701583,9/2/2020,52807,3.10340430058363
South America,430759772,1/4/2021,13366232,3.10294341970262
Bulgaria,6948445,1/25/2021,215589,3.10269419992531
Turkey,84339067,2/18/2021,2616600,3.10247681540039
Belize,397621,3/5/2021,12335,3.10220033650134
Belize,397621,3/6/2021,12335,3.10220033650134
Belize,397621,3/7/2021,12335,3.10220033650134
Belize,397621,3/8/2021,12335,3.10220033650134
Kuwait,4270563,11/9/2020,132478,3.10212025908528
Liechtenstein,38137,11/25/2020,1183,3.10197446049768
Belarus,9449321,3/5/2021,293103,3.1018419207052
Paraguay,7132530,4/4/2021,221207,3.10138197806388
Jordan,10203140,1/19/2021,316427,3.10127078526806
Belize,397621,3/4/2021,12329,3.10069136187475
Palestine,5101416,1/29/2021,158168,3.10047249626378
Belize,397621,3/3/2021,12328,3.10043986610365
Peru,32971846,1/6/2021,1022018,3.09966872949728
Peru,32971846,1/7/2021,1022018,3.09966872949728
Belize,397621,3/2/2021,12320,3.09842789993486
Russia,145934460,4/3/2021,4520879,3.09788311821622
United Arab Emirates,9890400,2/1/2021,306339,3.09733681145353
Ukraine,43733759,2/22/2021,1354545,3.09725262811276
Belize,397621,3/1/2021,12313,3.09666742953717
Sweden,10099270,12/10/2020,312728,3.09654064105623
Argentina,45195777,11/26/2020,1399431,3.09637557508968
Poland,37846605,12/17/2020,1171854,3.09632528465895
Panama,4314768,10/31/2020,133598,3.09629625509413
Georgia,3989175,11/27/2020,123470,3.0951261852388
Oman,5106622,3/30/2021,158056,3.09511845599694
Azerbaijan,10139175,4/26/2021,313812,3.09504471517653
Colombia,50882884,12/25/2020,1574707,3.09476758432167
Brazil,212559409,12/5/2020,6577177,3.09427704515306
Turkey,84339067,2/17/2021,2609359,3.09389123311027
Italy,60461828,12/15/2020,1870576,3.09381317415676
Denmark,5792203,1/8/2021,179170,3.09329628122495
Israel,8655541,10/4/2020,267730,3.09316309633332
Jordan,10203140,1/18/2021,315544,3.09261658665862
Bosnia and Herzegovina,3280815,12/14/2020,101461,3.09255474630542
South America,430759772,1/3/2021,13320726,3.09237929487993
Slovenia,2078932,11/21/2020,64284,3.09216463068537
Peru,32971846,1/4/2021,1019475,3.09195608884016
Peru,32971846,1/5/2021,1019475,3.09195608884016
Cape Verde,555988,3/29/2021,17190,3.09179334805787
Russia,145934460,4/2/2021,4511973,3.09178037867136
Belize,397621,2/26/2021,12293,3.0916375141152
Belize,397621,2/27/2021,12293,3.0916375141152
Belize,397621,2/28/2021,12293,3.0916375141152
Bulgaria,6948445,1/24/2021,214817,3.09158380040426
Costa Rica,5094114,12/18/2020,157472,3.09125394523954
Costa Rica,5094114,12/19/2020,157472,3.09125394523954
Costa Rica,5094114,12/20/2020,157472,3.09125394523954
Chile,19116209,12/23/2020,590914,3.09116729159008
Bulgaria,6948445,1/23/2021,214696,3.08984240358814
Ukraine,43733759,2/21/2021,1351190,3.08958120887802
Ireland,4937796,1/11/2021,152539,3.08921227203392
Palestine,5101416,1/28/2021,157593,3.08920111592546
Estonia,1326539,1/25/2021,40975,3.08886508425308
Monaco,39244,1/18/2021,1212,3.08837019671797
Belize,397621,2/25/2021,12280,3.08836806909092
Peru,32971846,1/3/2021,1018099,3.08778283144959
North America,592072204,12/10/2020,18279437,3.08736618211518
Azerbaijan,10139175,4/25/2021,313006,3.08709535045997
Romania,19237682,12/21/2020,593783,3.08656209204415
Belarus,9449321,3/4/2021,291621,3.08615825412217
Belize,397621,2/24/2021,12271,3.08610460715103
Kosovo,1932774,1/29/2021,59646,3.08603075165539
Kosovo,1932774,1/30/2021,59646,3.08603075165539
Bulgaria,6948445,1/22/2021,214430,3.08601420893452
Russia,145934460,4/1/2021,4503291,3.08583113268792
Germany,83783945,3/15/2021,2585385,3.08577615914362
Turkey,84339067,2/16/2021,2602034,3.08520605284856
Kuwait,4270563,11/8/2020,131743,3.08490941358317
Canada,37742157,4/22/2021,1164108,3.0843706150658
Belize,397621,2/23/2021,12264,3.08434413675334
Croatia,4105268,11/29/2020,126612,3.08413482384098
Lithuania,2722291,12/10/2020,83959,3.08413024177063
United States,331002647,11/9/2020,10207953,3.08394905373672
Cyprus,875899,1/9/2021,27011,3.08380304121822
Seychelles,98340,3/10/2021,3032,3.08318080130161
Seychelles,98340,3/9/2021,3032,3.08318080130161
South America,430759772,1/2/2021,13281024,3.08316255678583
Malta,441539,1/6/2021,13612,3.08285338327985
Jordan,10203140,1/17/2021,314514,3.08252165509833
Chile,19116209,12/22/2020,589189,3.08214353588622
Belize,397621,2/22/2021,12255,3.08208067481345
Bosnia and Herzegovina,3280815,12/13/2020,101117,3.08206954674372
Bahrain,1701583,9/1/2020,52440,3.08183614904474
Maldives,540542,2/6/2021,16656,3.08135168035046
Albania,2877800,2/10/2021,88671,3.08120786712072
Moldova,4033963,12/11/2020,124264,3.08044471404423
Cape Verde,555988,3/28/2021,17125,3.08010244825428
Russia,145934460,3/31/2021,4494234,3.07962492203692
Panama,4314768,10/30/2020,132867,3.07935444037779
Belize,397621,2/20/2021,12244,3.07931422133137
Belize,397621,2/21/2021,12244,3.07931422133137
Ukraine,43733759,2/20/2021,1346527,3.07891896509513
Slovakia,5459643,12/28/2020,168092,3.07880936537426
Peru,32971846,1/1/2021,1015137,3.07879940965392
Peru,32971846,1/2/2021,1015137,3.07879940965392
Peru,32971846,12/31/2020,1015137,3.07879940965392
Lebanon,6825442,1/8/2021,210139,3.07876032057704
Germany,83783945,3/14/2021,2578842,3.07796678707359
Bulgaria,6948445,1/21/2021,213864,3.07786850151365
Netherlands,17134873,11/29/2020,527336,3.07756001459713
Palestine,5101416,1/27/2021,156996,3.07749848277419
Argentina,45195777,11/25/2020,1390388,3.07636706854271
Greece,10423056,4/20/2021,320629,3.07615156245922
Paraguay,7132530,4/3/2021,219393,3.07594920736401
Chile,19116209,12/21/2020,587993,3.07588706526488
Turkey,84339067,2/15/2021,2594128,3.07583198661659
Belize,397621,2/19/2021,12227,3.07503879322269
South America,430759772,1/1/2021,13241727,3.07403983861334
Russia,145934460,3/30/2021,4486078,3.07403611182719
Spain,46754783,11/12/2020,1437220,3.07395288306653
Brazil,212559409,12/4/2020,6533968,3.07394908121898
Belarus,9449321,3/3/2021,290447,3.07373408099905
Romania,19237682,12/20/2020,591294,3.07362394284301
San Marino,33938,11/5/2020,1043,3.07325122281808
San Marino,33938,11/6/2020,1043,3.07325122281808
San Marino,33938,11/7/2020,1043,3.07325122281808
San Marino,33938,11/8/2020,1043,3.07325122281808
Jordan,10203140,1/16/2021,313557,3.07314218956125
Kuwait,4270563,11/7/2020,131205,3.07231154299796
Oman,5106622,3/29/2021,156883,3.07214828119254
Azerbaijan,10139175,4/24/2021,311465,3.07189687523886
Europe,748680069,12/28/2020,22996534,3.07161028484652
Bulgaria,6948445,1/20/2021,213409,3.07132027381666
Monaco,39244,1/17/2021,1205,3.07053307511976
Belize,397621,2/18/2021,12207,3.07000887780072
Costa Rica,5094114,12/17/2020,156388,3.06997448427734
United Arab Emirates,9890400,1/31/2021,303609,3.06973428779422
Estonia,1326539,1/24/2021,40716,3.06934059232333
Italy,60461828,12/14/2020,1855737,3.06927041636915
Russia,145934460,3/29/2021,4477916,3.06844319018277
Qatar,2881060,6/22/2020,88403,3.06841926235483
Slovakia,5459643,12/27/2020,167523,3.06838743851933
European Union,444919060,12/16/2020,13650232,3.06802590116054
Andorra,77265,10/5/2020,2370,3.06736556008542
Andorra,77265,10/6/2020,2370,3.06736556008542
Germany,83783945,3/13/2021,2569864,3.06725113027323
Belize,397621,2/17/2021,12195,3.06699092854754
North Macedonia,2083380,12/2/2020,63890,3.06665130701072
Turkey,84339067,2/14/2021,2586183,3.06641167846924
Jordan,10203140,1/15/2021,312851,3.06622275103547
Palestine,5101416,1/26/2021,156393,3.0656782352194
France,68147687,11/17/2020,2089071,3.06550536337352
Colombia,50882884,12/24/2020,1559766,3.06540407575954
Portugal,10196707,12/4/2020,312553,3.06523468802232
Belize,397621,2/16/2021,12188,3.06523045814985
Latvia,1886202,1/20/2021,57808,3.06478309322119
Poland,37846605,12/16/2020,1159901,3.06474253106719
Peru,32971846,12/30/2020,1010496,3.06472376463241
Denmark,5792203,1/7/2021,177507,3.06458527092369
Bulgaria,6948445,1/19/2021,212927,3.06438346997062
Ukraine,43733759,2/19/2021,1340054,3.06411804208278
Hungary,9660350,12/18/2020,295977,3.06383309093356
United Kingdom,67886004,12/21/2020,2079681,3.0634900825802
Chile,19116209,12/20/2020,585546,3.06308641007221
South America,430759772,12/31/2020,13194159,3.06299702470824
Russia,145934460,3/28/2021,4469327,3.06255767143689
Belize,397621,2/15/2021,12175,3.06196101312556
Maldives,540542,2/5/2021,16547,3.06118673479582
Cape Verde,555988,3/27/2021,17018,3.0608574285776
Austria,9006400,11/28/2020,275661,3.06072348552141
Canada,37742157,4/21/2021,1155053,3.06037887553698
Panama,4314768,10/29/2020,132045,3.06030358990333
Peru,32971846,12/29/2020,1008908,3.05990753444621
Belarus,9449321,3/2/2021,289136,3.05986006825252
Israel,8655541,10/3/2020,264793,3.05923107521529
Turkey,84339067,2/13/2021,2579896,3.05895724457089
Montenegro,628062,11/2/2020,19210,3.05861523225414
Jordan,10203140,1/14/2021,312043,3.05830362025808
Argentina,45195777,11/24/2020,1381795,3.05735423024147
Bosnia and Herzegovina,3280815,12/12/2020,100306,3.0573500791724
Oman,5106622,3/28/2021,156087,3.05656067748895
Bulgaria,6948445,1/18/2021,212383,3.05655438015268
Russia,145934460,3/27/2021,4460348,3.05640490943674
Romania,19237682,12/19/2020,587944,3.05621020245578
Peru,32971846,12/28/2020,1007657,3.05611338837383
Palestine,5101416,1/25/2021,155884,3.05570061331991
Azerbaijan,10139175,4/23/2021,309789,3.05536693074141
Kuwait,4270563,11/6/2020,130463,3.05493678468155
Paraguay,7132530,4/2/2021,217886,3.05482065970981
Germany,83783945,3/12/2021,2559296,3.054637735189
Belize,397621,2/13/2021,12145,3.05441613999261
Belize,397621,2/14/2021,12145,3.05441613999261
Bahrain,1701583,8/31/2020,51972,3.05433234817226
Slovakia,5459643,12/26/2020,166649,3.05237906581071
Kosovo,1932774,1/27/2021,58988,3.0519864195193
Kosovo,1932774,1/28/2021,58988,3.0519864195193
Brazil,212559409,12/3/2020,6487084,3.05189218887977
Belize,397621,2/12/2021,12134,3.05164968651052
Chile,19116209,12/19/2020,583355,3.05162493253762
Luxembourg,625976,11/2/2020,19101,3.05139494165911
Belarus,9449321,3/1/2021,288267,3.05066364027638
Seychelles,98340,3/8/2021,3000,3.05064063453325
Russia,145934460,3/26/2021,4451565,3.05038645430284
Turkey,84339067,2/12/2021,2572190,3.04982031636655
Peru,32971846,12/26/2020,1005546,3.04971095643235
Peru,32971846,12/27/2020,1005546,3.04971095643235
Italy,60461828,12/13/2020,1843712,3.04938183476689
Ukraine,43733759,2/18/2021,1333332,3.04874776485598
Europe,748680069,12/27/2020,22823909,3.04855303954939
Bulgaria,6948445,1/17/2021,211813,3.04835110589492
Costa Rica,5094114,12/16/2020,155263,3.0478901728544
Jordan,10203140,1/13/2021,310968,3.04776764799856
United States,331002647,11/8/2020,10087380,3.04752245682192
Bulgaria,6948445,1/16/2021,211736,3.04724294428466
Belize,397621,2/11/2021,12114,3.04661977108855
Palestine,5101416,1/24/2021,155414,3.04648748504337
Cyprus,875899,1/8/2021,26674,3.04532828556717
Peru,32971846,12/25/2020,1003982,3.04496751561923
Belize,397621,2/10/2021,12107,3.04485930069086
Netherlands,17134873,11/28/2020,521639,3.0443120296252
Russia,145934460,3/25/2021,4442492,3.04416927982603
North America,592072204,12/9/2020,18022428,3.04395779403959
Bulgaria,6948445,1/15/2021,211503,3.04388967603543
Monaco,39244,1/16/2021,1194,3.0425033126083
Panama,4314768,10/28/2020,131247,3.0418089686398
Cape Verde,555988,3/26/2021,16911,3.04161240890091
Argentina,45195777,11/23/2020,1374631,3.04150319176944
Albania,2877800,2/9/2021,87528,3.04149002710404
Moldova,4033963,12/10/2020,122685,3.04130206449588
Serbia,6804596,12/4/2020,206940,3.04117981434901
South America,430759772,12/30/2020,13097978,3.04066880228546
Turkey,84339067,2/11/2021,2564427,3.04061580382434
Belarus,9449321,2/28/2021,287306,3.04049359737065
Greece,10423056,4/19/2021,316879,3.04017363045924
Chile,19116209,12/18/2020,581135,3.04001175128395
United Arab Emirates,9890400,1/30/2021,300661,3.03992760656799
Germany,83783945,3/11/2021,2546526,3.03939615161353
Canada,37742157,4/20/2021,1146817,3.038557123272
Uruguay,3473727,3/31/2021,105549,3.03849438945548
Palestine,5101416,1/23/2021,155006,3.03848970560331
Russia,145934460,3/24/2021,4433364,3.03791441719797
Belize,397621,2/9/2021,12079,3.0378174191001
Azerbaijan,10139175,4/22/2021,307980,3.03752524243836
Jordan,10203140,1/12/2021,309846,3.03677103323095
Liechtenstein,38137,11/24/2020,1158,3.03642132312452
Colombia,50882884,12/23/2020,1544826,3.03604253249482
Bulgaria,6948445,1/14/2021,210951,3.0359454525437
Maldives,540542,2/4/2021,16410,3.03584180322713
Kuwait,4270563,11/5/2020,129638,3.0356184887098
Belize,397621,2/8/2021,12070,3.03555395716021
Bosnia and Herzegovina,3280815,12/11/2020,99543,3.03409366270271
Ukraine,43733759,2/17/2021,1326891,3.03402001186315
Germany,83783945,3/10/2021,2541781,3.03373277541419
Peru,32971846,12/23/2020,1000153,3.03335457772064
Peru,32971846,12/24/2020,1000153,3.03335457772064
Slovakia,5459643,12/25/2020,165608,3.0333118850445
Denmark,5792203,1/6/2021,175663,3.03274937014466
Qatar,2881060,6/21/2020,87369,3.03252969393209
Paraguay,7132530,4/1/2021,216278,3.03227606473439
Spain,46754783,11/11/2020,1417709,3.03222239316136
Malta,441539,1/5/2021,13388,3.03212173783063
Argentina,45195777,11/22/2020,1370366,3.03206646939602
Russia,145934460,3/23/2021,4424595,3.03190555541166
European Union,444919060,12/15/2020,13489247,3.03184291542826
Poland,37846605,12/15/2020,1147446,3.03183337052293
Turkey,84339067,2/10/2021,2556837,3.03161641567602
Liechtenstein,38137,11/23/2020,1156,3.03117707213467
Bahrain,1701583,8/30/2020,51574,3.03094236366959
Armenia,2963234,10/31/2020,89813,3.03091149737078
Europe,748680069,12/26/2020,22688499,3.03046654231155
Palestine,5101416,1/22/2021,154557,3.02968822773912
Romania,19237682,12/18/2020,582786,3.02939824039092
Seychelles,98340,3/6/2021,2979,3.02928615009152
Seychelles,98340,3/7/2021,2979,3.02928615009152
Israel,8655541,10/2/2020,262200,3.02927338683971
Estonia,1326539,1/23/2021,40184,3.02923623052168
Peru,32971846,12/22/2020,998475,3.02826538738535
Bulgaria,6948445,1/13/2021,210416,3.02824588810878
Brazil,212559409,12/2/2020,6436650,3.02816517522402
Chile,19116209,12/17/2020,578732,3.02744126725126
Belize,397621,2/6/2021,12037,3.02725459671396
Belize,397621,2/7/2021,12037,3.02725459671396
Belarus,9449321,2/27/2021,285959,3.02623860486907
Russia,145934460,3/22/2021,4416226,3.02617078927075
Peru,32971846,12/21/2020,997517,3.02535987824279
Jordan,10203140,1/11/2021,308670,3.02524516962425
Costa Rica,5094114,12/15/2020,154096,3.02498138047166
Greece,10423056,4/18/2021,315273,3.02476548144805
Ukraine,43733759,2/16/2021,1322406,3.02376477631388
Argentina,45195777,11/21/2020,1366182,3.02280896730684
Panama,4314768,10/27/2020,130422,3.02268858951397
Czechia,10708982,10/30/2020,323673,3.02244415015358
Kosovo,1932774,1/25/2021,58399,3.02151208573791
Kosovo,1932774,1/26/2021,58399,3.02151208573791
Turkey,84339067,2/9/2021,2548195,3.02136968150241
North Macedonia,2083380,12/1/2020,62945,3.02129232305196
Belize,397621,2/5/2021,12013,3.02121869820759
Bulgaria,6948445,1/12/2021,209881,3.02054632367386
Peru,32971846,12/20/2020,995899,3.02045266134022
South America,430759772,12/29/2020,13010001,3.02024512168235
Bahrain,1701583,8/29/2020,51391,3.02018767230279
Palestine,5101416,1/21/2021,154063,3.02000464184846
Belize,397621,2/4/2021,12008,3.0199612193521
Russia,145934460,3/21/2021,4407031,3.01987001562208
Italy,60461828,12/12/2020,1825775,3.01971518294154
Canada,37742157,4/19/2021,1139591,3.01941142367671
Cape Verde,555988,3/25/2021,16787,3.0193097692756
Hungary,9660350,12/17/2020,291549,3.01799624237217
Sweden,10099270,12/9/2020,304793,3.01797060579626
Netherlands,17134873,11/27/2020,517045,3.01750120937576
Azerbaijan,10139175,4/21/2021,305933,3.0173362231148
Kuwait,4270563,11/4/2020,128843,3.01700267622794
Chile,19116209,12/16/2020,576731,3.01697371063478
Portugal,10196707,12/3/2020,307618,3.01683671012612
Ukraine,43733759,2/15/2021,1319060,3.01611393614713
United Kingdom,67886004,12/20/2020,2046164,3.01411760810078
Poland,37846605,12/14/2020,1140572,3.01367057890662
Russia,145934460,3/20/2021,4397816,3.01355553719115
Croatia,4105268,11/28/2020,123693,3.01303106155311
United States,331002647,11/7/2020,9972308,3.01275778015153
Oman,5106622,3/25/2021,153838,3.01251982230132
Oman,5106622,3/26/2021,153838,3.01251982230132
Oman,5106622,3/27/2021,153838,3.01251982230132
Belize,397621,2/3/2021,11978,3.01241634621914
Europe,748680069,12/25/2020,22548749,3.01180035821149
Turkey,84339067,2/8/2021,2539559,3.01113006146962
Maldives,540542,2/3/2021,16276,3.01105187015995
Jordan,10203140,1/10/2021,307209,3.01092604825573
Belarus,9449321,2/26/2021,284500,3.01079834201844
Palestine,5101416,1/20/2021,153590,3.01073270637015
Ukraine,43733759,2/14/2021,1316520,3.01030606584721
Slovenia,2078932,11/20/2020,62580,3.01019946780366
Bulgaria,6948445,1/11/2021,209131,3.00975254175575
Paraguay,7132530,3/31/2021,214667,3.00968940894746
Chile,19116209,12/15/2020,575329,3.0096396204917
Austria,9006400,11/27/2020,270992,3.00888257239296
Germany,83783945,3/9/2021,2520618,3.0084737595013
Colombia,50882884,12/22/2020,1530593,3.00807045449704
Greece,10423056,4/17/2021,313444,3.00721784474726
Panama,4314768,10/26/2020,129751,3.00713734782496
Belize,397621,2/2/2021,11957,3.00713493502607
Latvia,1886202,1/19/2021,56720,3.00710104220015
Russia,145934460,3/19/2021,4388268,3.00701287413542
Argentina,45195777,11/20/2020,1359042,3.00701103114125
Costa Rica,5094114,12/14/2020,153169,3.00678390785915
Bosnia and Herzegovina,3280815,12/10/2020,98603,3.00544224529576
Brazil,212559409,12/1/2020,6386787,3.00470679234905
Belize,397621,2/1/2021,11945,3.00411698577288
Bahrain,1701583,8/28/2020,51113,3.00384994443409
United Arab Emirates,9890400,1/29/2021,297014,3.00305346598722
Ukraine,43733759,2/13/2021,1313209,3.00273525538932
North America,592072204,12/8/2020,17775223,3.00220528508378
Qatar,2881060,6/20/2020,86488,3.00195067093361
Chile,19116209,12/14/2020,573830,3.00179810756411
Romania,19237682,12/17/2020,577446,3.00164021840053
Turkey,84339067,2/7/2021,2531456,3.00152241428044
Palestine,5101416,1/19/2021,153093,3.00099031327773
Peru,32971846,12/17/2020,989457,3.00091478044632
Peru,32971846,12/18/2020,989457,3.00091478044632
Peru,32971846,12/19/2020,989457,3.00091478044632
Bulgaria,6948445,1/10/2021,208511,3.00082968203677
Poland,37846605,12/13/2020,1135676,3.00073414775249
Russia,145934460,3/18/2021,4378656,3.00042635577642
Germany,83783945,3/8/2021,2513784,3.00031706551894
European Union,444919060,12/14/2020,13346686,2.99980090760778
Seychelles,98340,3/5/2021,2950,2.9997966239577
South America,430759772,12/28/2020,12921817,2.99977338645262
Bulgaria,6948445,1/9/2021,208406,2.99931855256824
Kuwait,4270563,11/3/2020,128080,2.99913617946861
Lebanon,6825442,1/7/2021,204699,2.99905852251034
Moldova,4033963,12/9/2020,120970,2.99878804044559
Jordan,10203140,1/9/2021,305959,2.99867491772141
France,68147687,11/16/2020,2043469,2.99858893229935
Albania,2877800,2/8/2021,86289,2.99843630551115
Oman,5106622,3/24/2021,153105,2.99816591085066
Azerbaijan,10139175,4/20/2021,303858,2.99687104720059
Cape Verde,555988,3/24/2021,16661,2.99664740965632
Belgium,11589616,10/27/2020,347289,2.99655312134587
Malta,441539,1/4/2021,13230,2.99633780934413
Belize,397621,1/30/2021,11908,2.99481164224224
Belize,397621,1/31/2021,11908,2.99481164224224
Panama,4314768,10/25/2020,129200,2.99436725219062
Denmark,5792203,1/5/2021,173433,2.99424933829149
Germany,83783945,3/7/2021,2508655,2.99419536762085
Belarus,9449321,2/25/2021,282898,2.99384474291857
Russia,145934460,3/17/2021,4368943,2.99377062826696
Bulgaria,6948445,1/8/2021,208012,2.99364821913392
Turkey,84339067,2/6/2021,2524786,2.99361386105919
Estonia,1326539,1/22/2021,39701,2.99282569151755
Canada,37742157,4/18/2021,1129371,2.99233295012789
Cyprus,875899,1/7/2021,26208,2.99212580445919
Chile,19116209,12/13/2020,571919,2.99180135559305
Jordan,10203140,1/8/2021,305163,2.99087339779715
Peru,32971846,12/15/2020,986130,2.99082435360155
Peru,32971846,12/16/2020,986130,2.99082435360155
Palestine,5101416,1/18/2021,152555,2.99044422176117
Ukraine,43733759,2/12/2021,1307806,2.99038095490488
South America,430759772,12/27/2020,12877665,2.98952358996049
Ireland,4937796,1/10/2021,147613,2.98945116404161
Maldives,540542,2/2/2021,16155,2.98866693059929
Europe,748680069,12/24/2020,22368230,2.98768872395346
Russia,145934460,3/16/2021,4360033,2.98766514776565
Peru,32971846,12/14/2020,984973,2.98731529924045
Hungary,9660350,12/16/2020,288567,2.98712779557676
Belize,397621,1/29/2021,11877,2.98701527333818
Italy,60461828,12/11/2020,1805873,2.98679854667973
Germany,83783945,3/6/2021,2502151,2.98643254384835
Argentina,45195777,11/19/2020,1349434,2.98575240779686
Turkey,84339067,2/5/2021,2516889,2.98425046603847
Greece,10423056,4/16/2021,311033,2.98408643300007
France,68147687,11/15/2020,2033419,2.98384154989736
Oman,5106622,3/23/2021,152364,2.98365534006629
Colombia,50882884,12/21/2020,1518067,2.98345313917348
Netherlands,17134873,11/26/2020,511162,2.98316771883865
Bahrain,1701583,8/27/2020,50756,2.98286948094803
Bulgaria,6948445,1/7/2021,207259,2.98281126208814
Paraguay,7132530,3/30/2021,212691,2.98198535442543
Russia,145934460,3/15/2021,4350728,2.9812889978145
Belarus,9449321,2/24/2021,281707,2.98124066268889
South America,430759772,12/26/2020,12841097,2.98103440355614
European Union,444919060,12/13/2020,13262616,2.98090533590537
Brazil,212559409,11/30/2020,6335878,2.98075631175659
Kuwait,4270563,11/2/2020,127293,2.98070769591738
Chile,19116209,12/12/2020,569781,2.98061712968298
Palestine,5101416,1/17/2021,152031,2.98017256385286
Jordan,10203140,1/7/2021,304071,2.98017081016236
Portugal,10196707,12/2/2020,303846,2.97984437524781
Montenegro,628062,11/1/2020,18714,2.97964213724123
Belize,397621,1/28/2021,11845,2.97896740866302
Ukraine,43733759,2/11/2021,1302811,2.97895957216941
Monaco,39244,1/15/2021,1169,2.97879930690042
Panama,4314768,10/24/2020,128515,2.9784915434619
Cape Verde,555988,3/23/2021,16555,2.97758224997662
Seychelles,98340,3/4/2021,2928,2.97742525930445
Poland,37846605,12/12/2020,1126700,2.97701735730325
Germany,83783945,3/5/2021,2493887,2.9765690789566
Iran,83992953,4/30/2021,2499077,2.97534127654733
Georgia,3989175,11/26/2020,118690,2.97530191079609
Azerbaijan,10139175,4/19/2021,301661,2.97520261756997
Peru,32971846,12/12/2020,980943,2.97509275034222
Peru,32971846,12/13/2020,980943,2.97509275034222
Russia,145934460,3/14/2021,4341381,2.97488406782058
Turkey,84339067,2/4/2021,2508988,2.9748823282572
United States,331002647,11/6/2020,9844858,2.97425355634694
South America,430759772,12/25/2020,12803560,2.97232026578378
Romania,19237682,12/16/2020,571749,2.97202646347933
Belize,397621,1/27/2021,11816,2.97167403130116
Chile,19116209,12/11/2020,567974,2.97116441863552
Palestine,5101416,1/16/2021,151569,2.97111625478103
Switzerland,8654618,11/13/2020,257135,2.97107278449494
Switzerland,8654618,11/14/2020,257135,2.97107278449494
Switzerland,8654618,11/15/2020,257135,2.97107278449494
Brazil,212559409,11/29/2020,6314740,2.97081179784424
Cape Verde,555988,3/22/2021,16517,2.97074757009144
Canada,37742157,4/17/2021,1121162,2.97058273590457
Maldives,540542,2/1/2021,16056,2.97035198004965
Bulgaria,6948445,1/6/2021,206392,2.9703336501908
North Macedonia,2083380,11/30/2020,61878,2.97007747026467
Peru,32971846,12/10/2020,979111,2.96953649486292
Peru,32971846,12/11/2020,979111,2.96953649486292
Jordan,10203140,1/6/2021,302856,2.968262711283
Russia,145934460,3/13/2021,4331396,2.96804195527225
Belarus,9449321,2/23/2021,280428,2.96770529861352
Oman,5106622,3/22/2021,151528,2.96728443969419
Ukraine,43733759,2/10/2021,1297537,2.96690023832619
Qatar,2881060,6/19/2020,85462,2.96633877808862
Bosnia and Herzegovina,3280815,12/9/2020,97317,2.96624466786454
Cape Verde,555988,3/21/2021,16491,2.96607121017
Kosovo,1932774,1/22/2021,57317,2.96553037240774
Kosovo,1932774,1/23/2021,57317,2.96553037240774
Kosovo,1932774,1/24/2021,57317,2.96553037240774
Turkey,84339067,2/3/2021,2501079,2.96550470495482
Azerbaijan,10139175,4/18/2021,300666,2.96538919586653
Albania,2877800,2/7/2021,85336,2.96532073111405
Germany,83783945,3/4/2021,2484306,2.96513371386368
Belize,397621,1/26/2021,11788,2.9646321497104
Latvia,1886202,1/18/2021,55908,2.96405157029841
