location,population,date,HighestInfectionCount,PercentPopulationInfected
Pakistan,220892331,9/23/2020,308217,0.139532684817383
Grenada,112519,4/19/2021,157,0.139531990152774
Grenada,112519,4/20/2021,157,0.139531990152774
Grenada,112519,4/21/2021,157,0.139531990152774
Tajikistan,9537642,1/10/2021,13308,0.139531343281704
Tajikistan,9537642,1/11/2021,13308,0.139531343281704
Tajikistan,9537642,1/12/2021,13308,0.139531343281704
Tajikistan,9537642,1/13/2021,13308,0.139531343281704
Tajikistan,9537642,1/14/2021,13308,0.139531343281704
Tajikistan,9537642,1/15/2021,13308,0.139531343281704
Tajikistan,9537642,1/16/2021,13308,0.139531343281704
Tajikistan,9537642,1/17/2021,13308,0.139531343281704
Tajikistan,9537642,1/18/2021,13308,0.139531343281704
Tajikistan,9537642,1/19/2021,13308,0.139531343281704
Tajikistan,9537642,1/20/2021,13308,0.139531343281704
Tajikistan,9537642,1/21/2021,13308,0.139531343281704
Tajikistan,9537642,1/22/2021,13308,0.139531343281704
Tajikistan,9537642,1/23/2021,13308,0.139531343281704
Tajikistan,9537642,1/24/2021,13308,0.139531343281704
Tajikistan,9537642,1/25/2021,13308,0.139531343281704
Tajikistan,9537642,1/26/2021,13308,0.139531343281704
Tajikistan,9537642,1/27/2021,13308,0.139531343281704
Tajikistan,9537642,1/28/2021,13308,0.139531343281704
Tajikistan,9537642,1/29/2021,13308,0.139531343281704
Tajikistan,9537642,1/30/2021,13308,0.139531343281704
Tajikistan,9537642,1/31/2021,13308,0.139531343281704
Tajikistan,9537642,2/1/2021,13308,0.139531343281704
Tajikistan,9537642,2/10/2021,13308,0.139531343281704
Tajikistan,9537642,2/11/2021,13308,0.139531343281704
Tajikistan,9537642,2/12/2021,13308,0.139531343281704
Tajikistan,9537642,2/13/2021,13308,0.139531343281704
Tajikistan,9537642,2/14/2021,13308,0.139531343281704
Tajikistan,9537642,2/15/2021,13308,0.139531343281704
Tajikistan,9537642,2/16/2021,13308,0.139531343281704
Tajikistan,9537642,2/17/2021,13308,0.139531343281704
Tajikistan,9537642,2/18/2021,13308,0.139531343281704
Tajikistan,9537642,2/19/2021,13308,0.139531343281704
Tajikistan,9537642,2/2/2021,13308,0.139531343281704
Tajikistan,9537642,2/20/2021,13308,0.139531343281704
Tajikistan,9537642,2/21/2021,13308,0.139531343281704
Tajikistan,9537642,2/22/2021,13308,0.139531343281704
Tajikistan,9537642,2/23/2021,13308,0.139531343281704
Tajikistan,9537642,2/24/2021,13308,0.139531343281704
Tajikistan,9537642,2/25/2021,13308,0.139531343281704
Tajikistan,9537642,2/26/2021,13308,0.139531343281704
Tajikistan,9537642,2/27/2021,13308,0.139531343281704
Tajikistan,9537642,2/28/2021,13308,0.139531343281704
Tajikistan,9537642,2/3/2021,13308,0.139531343281704
Tajikistan,9537642,2/4/2021,13308,0.139531343281704
Tajikistan,9537642,2/5/2021,13308,0.139531343281704
Tajikistan,9537642,2/6/2021,13308,0.139531343281704
Tajikistan,9537642,2/7/2021,13308,0.139531343281704
Tajikistan,9537642,2/8/2021,13308,0.139531343281704
Tajikistan,9537642,2/9/2021,13308,0.139531343281704
Tajikistan,9537642,3/1/2021,13308,0.139531343281704
Tajikistan,9537642,3/10/2021,13308,0.139531343281704
Tajikistan,9537642,3/11/2021,13308,0.139531343281704
Tajikistan,9537642,3/12/2021,13308,0.139531343281704
Tajikistan,9537642,3/13/2021,13308,0.139531343281704
Tajikistan,9537642,3/14/2021,13308,0.139531343281704
Tajikistan,9537642,3/15/2021,13308,0.139531343281704
Tajikistan,9537642,3/16/2021,13308,0.139531343281704
Tajikistan,9537642,3/17/2021,13308,0.139531343281704
Tajikistan,9537642,3/18/2021,13308,0.139531343281704
Tajikistan,9537642,3/19/2021,13308,0.139531343281704
Tajikistan,9537642,3/2/2021,13308,0.139531343281704
Tajikistan,9537642,3/20/2021,13308,0.139531343281704
Tajikistan,9537642,3/21/2021,13308,0.139531343281704
Tajikistan,9537642,3/22/2021,13308,0.139531343281704
Tajikistan,9537642,3/23/2021,13308,0.139531343281704
Tajikistan,9537642,3/24/2021,13308,0.139531343281704
Tajikistan,9537642,3/25/2021,13308,0.139531343281704
Tajikistan,9537642,3/26/2021,13308,0.139531343281704
Tajikistan,9537642,3/27/2021,13308,0.139531343281704
Tajikistan,9537642,3/28/2021,13308,0.139531343281704
Tajikistan,9537642,3/29/2021,13308,0.139531343281704
Tajikistan,9537642,3/3/2021,13308,0.139531343281704
Tajikistan,9537642,3/30/2021,13308,0.139531343281704
Tajikistan,9537642,3/31/2021,13308,0.139531343281704
Tajikistan,9537642,3/4/2021,13308,0.139531343281704
Tajikistan,9537642,3/5/2021,13308,0.139531343281704
Tajikistan,9537642,3/6/2021,13308,0.139531343281704
Tajikistan,9537642,3/7/2021,13308,0.139531343281704
Tajikistan,9537642,3/8/2021,13308,0.139531343281704
Tajikistan,9537642,3/9/2021,13308,0.139531343281704
Tajikistan,9537642,4/1/2021,13308,0.139531343281704
Tajikistan,9537642,4/10/2021,13308,0.139531343281704
Tajikistan,9537642,4/11/2021,13308,0.139531343281704
Tajikistan,9537642,4/12/2021,13308,0.139531343281704
Tajikistan,9537642,4/13/2021,13308,0.139531343281704
Tajikistan,9537642,4/14/2021,13308,0.139531343281704
Tajikistan,9537642,4/15/2021,13308,0.139531343281704
Tajikistan,9537642,4/16/2021,13308,0.139531343281704
Tajikistan,9537642,4/17/2021,13308,0.139531343281704
Tajikistan,9537642,4/18/2021,13308,0.139531343281704
Tajikistan,9537642,4/19/2021,13308,0.139531343281704
Tajikistan,9537642,4/2/2021,13308,0.139531343281704
Tajikistan,9537642,4/20/2021,13308,0.139531343281704
Tajikistan,9537642,4/21/2021,13308,0.139531343281704
Tajikistan,9537642,4/22/2021,13308,0.139531343281704
Tajikistan,9537642,4/23/2021,13308,0.139531343281704
Tajikistan,9537642,4/24/2021,13308,0.139531343281704
Tajikistan,9537642,4/25/2021,13308,0.139531343281704
Tajikistan,9537642,4/26/2021,13308,0.139531343281704
Tajikistan,9537642,4/27/2021,13308,0.139531343281704
Tajikistan,9537642,4/28/2021,13308,0.139531343281704
Tajikistan,9537642,4/29/2021,13308,0.139531343281704
Tajikistan,9537642,4/3/2021,13308,0.139531343281704
Tajikistan,9537642,4/30/2021,13308,0.139531343281704
Tajikistan,9537642,4/4/2021,13308,0.139531343281704
Tajikistan,9537642,4/5/2021,13308,0.139531343281704
Tajikistan,9537642,4/6/2021,13308,0.139531343281704
Tajikistan,9537642,4/7/2021,13308,0.139531343281704
Tajikistan,9537642,4/8/2021,13308,0.139531343281704
Tajikistan,9537642,4/9/2021,13308,0.139531343281704
Finland,5540718,8/16/2020,7731,0.139530652886503
Africa,1340598113,11/7/2020,1870362,0.139516979910891
Cyprus,875899,8/7/2020,1222,0.139513802390458
Malta,441539,5/28/2020,616,0.139512024985335
Malta,441539,5/29/2020,616,0.139512024985335
Tajikistan,9537642,1/5/2021,13305,0.139499888966266
Tajikistan,9537642,1/6/2021,13305,0.139499888966266
Tajikistan,9537642,1/7/2021,13305,0.139499888966266
Tajikistan,9537642,1/8/2021,13305,0.139499888966266
Tajikistan,9537642,1/9/2021,13305,0.139499888966266
Belarus,9449321,4/29/2020,13181,0.139491504204376
Namibia,2540916,8/13/2020,3544,0.13947725938205
North America,592072204,4/19/2020,825739,0.139465929057531
Tajikistan,9537642,1/2/2021,13300,0.139447465107204
Tajikistan,9537642,1/3/2021,13300,0.139447465107204
Tajikistan,9537642,1/4/2021,13300,0.139447465107204
Afghanistan,38928341,1/20/2021,54278,0.139430550097164
Ghana,31072945,8/21/2020,43325,0.139429976785271
Ghana,31072945,8/22/2020,43325,0.139429976785271
Turkey,84339067,4/29/2020,117589,0.139424117651195
Tajikistan,9537642,1/1/2021,13296,0.139405526019953
Tajikistan,9537642,12/30/2020,13296,0.139405526019953
Tajikistan,9537642,12/31/2020,13296,0.139405526019953
Rwanda,12952209,2/21/2021,18053,0.139381629805387
Finland,5540718,8/15/2020,7720,0.139332122659915
Malaysia,32365998,11/13/2020,45095,0.139328316092709
Gabon,2225728,6/5/2020,3101,0.139325200563591
Gabon,2225728,6/6/2020,3101,0.139325200563591
Gabon,2225728,6/7/2020,3101,0.139325200563591
Gabon,2225728,6/8/2020,3101,0.139325200563591
Seychelles,98340,9/10/2020,137,0.139312588977019
Seychelles,98340,9/7/2020,137,0.139312588977019
Seychelles,98340,9/8/2020,137,0.139312588977019
Seychelles,98340,9/9/2020,137,0.139312588977019
Peru,32971846,5/3/2020,45928,0.139294596972217
Iraq,40222503,7/3/2020,56020,0.139275270860195
Albania,2877800,7/18/2020,4008,0.139273055806519
Guinea,13132792,3/17/2021,18285,0.139231627212249
Guinea,13132792,3/18/2021,18285,0.139231627212249
Ghana,31072945,8/20/2020,43260,0.139220791592171
Bhutan,771612,4/30/2021,1074,0.139189126141118
Georgia,3989175,9/28/2020,5552,0.139176646800404
Pakistan,220892331,9/22/2020,307418,0.13917097013205
Bangladesh,164689383,7/28/2020,229185,0.139161976215552
Ethiopia,114963583,3/1/2021,159972,0.139150151574521
Venezuela,28435943,8/23/2020,39564,0.139133771649493
Gambia,2416664,9/11/2020,3362,0.13911739488816
Nepal,29136808,9/1/2020,40529,0.139098970621627
Serbia,6804596,5/3/2020,9464,0.139082467203049
Tajikistan,9537642,12/29/2020,13265,0.139080498093764
Afghanistan,38928341,1/19/2021,54141,0.1390786214085
Belize,397621,8/19/2020,553,0.139077161417531
Finland,5540718,8/14/2020,7700,0.138971158611573
Guyana,786559,8/26/2020,1093,0.138959696602543
South Korea,51269183,1/14/2021,71241,0.138954818140948
Dominican Republic,10847904,5/25/2020,15073,0.138948501019183
Ukraine,43733759,7/20/2020,60767,0.138947580517833
Egypt,102334403,1/3/2021,142187,0.138943498795806
Pakistan,220892331,9/21/2020,306886,0.138930128814658
Togo,8278737,4/7/2021,11501,0.138922156845905
Rwanda,12952209,2/20/2021,17988,0.138879784907733
Afghanistan,38928341,1/18/2021,54062,0.138875684427446
Iran,83992953,5/15/2020,116635,0.138862840076595
Norway,5421242,4/26/2020,7527,0.138842722756151
Tajikistan,9537642,12/28/2020,13237,0.138786924483012
Estonia,1326539,5/27/2020,1840,0.13870681525383
Senegal,16743930,1/18/2021,23224,0.138701009858498
Europe,748680069,4/17/2020,1038323,0.138687143279622
Ghana,31072945,8/19/2020,43094,0.138686564791332
Slovenia,2078932,8/31/2020,2883,0.138676974523457
Afghanistan,38928341,1/17/2021,53984,0.138675316268936
Pakistan,220892331,9/20/2020,306304,0.138666652035104
Finland,5540718,8/13/2020,7683,0.138664339170483
Algeria,43851043,11/6/2020,60800,0.138651206084197
Japan,126476458,12/11/2020,175310,0.138610776086092
Iceland,341250,3/21/2020,473,0.138608058608059
Malta,441539,5/27/2020,612,0.138606102745171
Cameroon,26545864,3/10/2021,36794,0.138605396305805
Cameroon,26545864,3/8/2021,36794,0.138605396305805
Cameroon,26545864,3/9/2021,36794,0.138605396305805
Mauritania,4649660,8/5/2020,6444,0.138590778680592
Mauritania,4649660,8/6/2020,6444,0.138590778680592
Afghanistan,38928341,1/16/2021,53938,0.138557150431867
Kosovo,1932774,6/29/2020,2677,0.138505588340903
Bolivia,11673029,6/11/2020,16165,0.138481622893252
Poland,37846605,8/10/2020,52410,0.138480056533472
Palestine,5101416,7/15/2020,7064,0.138471357756356
Tajikistan,9537642,12/27/2020,13205,0.138451411785009
Rwanda,12952209,2/19/2021,17929,0.138424264154477
Cote d'Ivoire,26378275,3/11/2021,36511,0.138413144908073
Africa,1340598113,11/6/2020,1855345,0.13839680826106
Pakistan,220892331,9/19/2020,305671,0.138380087084146
Malta,441539,5/25/2020,611,0.13837962218513
Malta,441539,5/26/2020,611,0.13837962218513
Ethiopia,114963583,2/28/2021,159072,0.138367294972009
Ghana,31072945,8/18/2020,42993,0.138361523183593
Guatemala,17915567,7/7/2020,24787,0.13835453826273
Norway,5421242,4/25/2020,7499,0.138326235943719
Seychelles,98340,8/25/2020,136,0.138295708765507
Seychelles,98340,8/26/2020,136,0.138295708765507
Seychelles,98340,8/27/2020,136,0.138295708765507
Seychelles,98340,8/28/2020,136,0.138295708765507
Seychelles,98340,8/29/2020,136,0.138295708765507
Seychelles,98340,8/30/2020,136,0.138295708765507
Seychelles,98340,8/31/2020,136,0.138295708765507
Seychelles,98340,9/1/2020,136,0.138295708765507
Seychelles,98340,9/2/2020,136,0.138295708765507
Seychelles,98340,9/3/2020,136,0.138295708765507
Seychelles,98340,9/4/2020,136,0.138295708765507
Seychelles,98340,9/5/2020,136,0.138295708765507
Seychelles,98340,9/6/2020,136,0.138295708765507
Afghanistan,38928341,1/15/2021,53831,0.138282286419552
India,1380004385,8/4/2020,1908254,0.138278835976307
Estonia,1326539,5/26/2020,1834,0.13825451042148
Czechia,10708982,7/23/2020,14800,0.138201745039818
United Kingdom,67886004,4/12/2020,93812,0.138190487688744
Romania,19237682,6/29/2020,26582,0.138176730439769
Mozambique,31255435,2/5/2021,43184,0.138164770383135
Greece,10423056,9/17/2020,14400,0.138155258879929
Malta,441539,5/24/2020,610,0.138153141625089
Bhutan,771612,4/29/2021,1066,0.138152335629824
Afghanistan,38928341,1/14/2021,53775,0.138138432357033
Asia,4639847425,8/24/2020,6409014,0.13812984378468
Tajikistan,9537642,12/26/2020,13172,0.138105414315194
Pakistan,220892331,9/18/2020,305031,0.138090353168486
Mauritania,4649660,8/4/2020,6418,0.138031598009317
Indonesia,273523621,10/22/2020,377541,0.138028664076511
Lesotho,2142252,12/28/2020,2956,0.137985633809655
Israel,8655541,4/13/2020,11942,0.137969423286193
South Korea,51269183,1/13/2021,70728,0.137954217058618
Bulgaria,6948445,7/22/2020,9584,0.137930141204255
Malta,441539,5/23/2020,609,0.137926661065047
Finland,5540718,8/12/2020,7642,0.137924362871382
Zimbabwe,14862927,1/9/2021,20499,0.137920343684659
Uzbekistan,33469199,9/11/2020,46160,0.137917850976953
Cyprus,875899,8/6/2020,1208,0.137915444588931
Kenya,53771300,11/19/2020,74145,0.137889543306559
Slovenia,2078932,8/30/2020,2865,0.137811145338087
Pakistan,220892331,9/17/2020,304386,0.137798355706609
Malawi,19129955,2/5/2021,26360,0.137794364910947
Gambia,2416664,9/10/2020,3330,0.137793255496006
Argentina,45195777,6/29/2020,62268,0.13777393405583
Zambia,18383956,1/8/2021,25326,0.137761426321952
Grenada,112519,3/26/2021,155,0.13775451257121
Grenada,112519,3/27/2021,155,0.13775451257121
Grenada,112519,3/28/2021,155,0.13775451257121
Grenada,112519,3/29/2021,155,0.13775451257121
Grenada,112519,3/30/2021,155,0.13775451257121
Grenada,112519,3/31/2021,155,0.13775451257121
Grenada,112519,4/1/2021,155,0.13775451257121
Grenada,112519,4/10/2021,155,0.13775451257121
Grenada,112519,4/11/2021,155,0.13775451257121
Grenada,112519,4/12/2021,155,0.13775451257121
Grenada,112519,4/13/2021,155,0.13775451257121
Grenada,112519,4/14/2021,155,0.13775451257121
Grenada,112519,4/15/2021,155,0.13775451257121
Grenada,112519,4/16/2021,155,0.13775451257121
Grenada,112519,4/17/2021,155,0.13775451257121
Grenada,112519,4/18/2021,155,0.13775451257121
Grenada,112519,4/2/2021,155,0.13775451257121
Grenada,112519,4/3/2021,155,0.13775451257121
Grenada,112519,4/4/2021,155,0.13775451257121
Grenada,112519,4/5/2021,155,0.13775451257121
Grenada,112519,4/6/2021,155,0.13775451257121
Grenada,112519,4/7/2021,155,0.13775451257121
Grenada,112519,4/8/2021,155,0.13775451257121
Grenada,112519,4/9/2021,155,0.13775451257121
Tajikistan,9537642,12/25/2020,13138,0.137748932073567
Libya,6871287,8/19/2020,9463,0.13771801410711
Rwanda,12952209,2/18/2021,17835,0.137698519225562
Egypt,102334403,1/2/2021,140878,0.137664359071895
Morocco,36910558,8/22/2020,50812,0.137662508380393
Norway,5421242,4/24/2020,7463,0.137662181470593
Moldova,4033963,5/14/2020,5553,0.137656195656728
Afghanistan,38928341,1/12/2021,53584,0.137647787250939
Afghanistan,38928341,1/13/2021,53584,0.137647787250939
Maldives,540542,5/8/2020,744,0.137639628373003
Latvia,1886202,10/10/2020,2596,0.137631070267129
Myanmar,54409794,11/19/2020,74882,0.137625957561979
Croatia,4105268,8/10/2020,5649,0.137603683852065
Serbia,6804596,5/2/2020,9362,0.137583480341816
Finland,5540718,8/11/2020,7623,0.137581447025458
Senegal,16743930,1/17/2021,23028,0.137530436402923
Afghanistan,38928341,1/11/2021,53538,0.137529621413869
Africa,1340598113,11/5/2020,1843625,0.137522571613526
Estonia,1326539,5/25/2020,1824,0.137500669034231
United Arab Emirates,9890400,5/2/2020,13599,0.137496966755642
Ecuador,17643060,4/28/2020,24258,0.137493155949138
Ethiopia,114963583,2/27/2021,158053,0.137480927329831
Pakistan,220892331,9/16/2020,303634,0.137457918355708
Barbados,287371,1/1/2021,395,0.137452978901838
Barbados,287371,1/2/2021,395,0.137452978901838
Estonia,1326539,5/24/2020,1823,0.137425284895506
Tajikistan,9537642,12/24/2020,13106,0.137413419375565
Afghanistan,38928341,1/10/2021,53489,0.137403749109164
Ukraine,43733759,7/19/2020,60077,0.137369851971791
Bangladesh,164689383,7/27/2020,226225,0.13736465331223
Lithuania,2722291,9/20/2020,3739,0.13734755028026
Estonia,1326539,5/23/2020,1821,0.137274516618056
Paraguay,7132530,8/16/2020,9791,0.137272468535008
Ghana,31072945,8/17/2020,42653,0.137267323711994
Mauritania,4649660,8/3/2020,6382,0.13725734784909
Bhutan,771612,4/28/2021,1059,0.137245143932443
Saint Lucia,183629,11/28/2020,252,0.137233225688753
Algeria,43851043,11/5/2020,60169,0.13721224373158
Pakistan,220892331,9/15/2020,303089,0.137211191818153
Mongolia,3278292,3/17/2021,4498,0.137205593644495
Sri Lanka,21413250,12/8/2020,29378,0.137195428064399
Trinidad and Tobago,1399491,9/2/2020,1920,0.137192736502057
Finland,5540718,8/10/2020,7601,0.137184386572282
Brazil,212559409,5/20/2020,291579,0.137175296719046
Afghanistan,38928341,1/9/2021,53400,0.13717512390266
Uruguay,3473727,11/23/2020,4763,0.137114977659442
Tajikistan,9537642,12/23/2020,13071,0.137046452362125
Afghanistan,38928341,1/8/2021,53332,0.1370004439696
Venezuela,28435943,8/22/2020,38957,0.136999149280894
Singapore,5850343,4/20/2020,8014,0.13698342131393
World,7794798729,7/1/2020,10675536,0.136957173253011
South Korea,51269183,1/12/2021,70212,0.13694776450797
Guinea,13132792,3/16/2021,17982,0.136924425514392
Pakistan,220892331,9/14/2020,302424,0.136910140171412
Botswana,2351625,10/10/2020,3219,0.136884069526391
Botswana,2351625,10/11/2020,3219,0.136884069526391
Botswana,2351625,10/8/2020,3219,0.136884069526391
Botswana,2351625,10/9/2020,3219,0.136884069526391
Ghana,31072945,8/16/2020,42532,0.136877917429455
Finland,5540718,8/9/2020,7584,0.136877567131191
Portugal,10196707,4/9/2020,13956,0.136867716214656
Grenada,112519,3/15/2021,154,0.136865773780428
Grenada,112519,3/16/2021,154,0.136865773780428
Grenada,112519,3/17/2021,154,0.136865773780428
Grenada,112519,3/18/2021,154,0.136865773780428
Grenada,112519,3/19/2021,154,0.136865773780428
Grenada,112519,3/20/2021,154,0.136865773780428
Grenada,112519,3/21/2021,154,0.136865773780428
Grenada,112519,3/22/2021,154,0.136865773780428
Grenada,112519,3/23/2021,154,0.136865773780428
Grenada,112519,3/24/2021,154,0.136865773780428
Grenada,112519,3/25/2021,154,0.136865773780428
Poland,37846605,8/9/2020,51791,0.136844506924729
Antigua and Barbuda,97928,11/14/2020,134,0.136835225880239
Antigua and Barbuda,97928,11/15/2020,134,0.136835225880239
Antigua and Barbuda,97928,11/16/2020,134,0.136835225880239
Antigua and Barbuda,97928,11/17/2020,134,0.136835225880239
Lebanon,6825442,8/17/2020,9337,0.136797001571473
Cuba,11326616,1/12/2021,15494,0.136792842628372
Rwanda,12952209,2/17/2021,17716,0.136779757028318
Romania,19237682,6/28/2020,26313,0.136778433077332
Pakistan,220892331,9/13/2020,302020,0.136727245637152
Cape Verde,555988,6/15/2020,760,0.136693597703548
Afghanistan,38928341,1/7/2021,53207,0.136679341151476
Tajikistan,9537642,12/22/2020,13034,0.13665851580506
Togo,8278737,4/6/2021,11310,0.136615041642222
Ethiopia,114963583,2/26/2021,157047,0.136605867616356
Finland,5540718,8/8/2020,7568,0.136588795892518
Cote d'Ivoire,26378275,3/10/2021,36028,0.136582092650107
Suriname,586634,7/14/2020,801,0.136541693798859
Austria,9006400,4/6/2020,12297,0.136536240895363
Norway,5421242,4/23/2020,7401,0.136518532100209
Croatia,4105268,8/9/2020,5604,0.136507531298809
Jamaica,2961161,9/15/2020,4042,0.136500514494146
Pakistan,220892331,9/12/2020,301481,0.136483235355056
Armenia,2963234,5/15/2020,4044,0.136472516176583
Switzerland,8654618,3/26/2020,11811,0.136470494711609
Bhutan,771612,4/27/2021,1053,0.136467551048973
Dominican Republic,10847904,5/24/2020,14801,0.136441104198562
Cyprus,875899,8/5/2020,1195,0.136431255201798
Sao Tome and Principe,219161,5/25/2020,299,0.136429382965035
Afghanistan,38928341,1/5/2021,53105,0.136417321251887
Afghanistan,38928341,1/6/2021,53105,0.136417321251887
Indonesia,273523621,10/21/2020,373109,0.136408328697871
Africa,1340598113,11/4/2020,1828232,0.136374352781146
Iran,83992953,5/14/2020,114533,0.136360249174714
El Salvador,6486201,7/9/2020,8844,0.136351001148438
Tunisia,11818618,9/27/2020,16114,0.1363441986195
Tunisia,11818618,9/28/2020,16114,0.1363441986195
Finland,5540718,8/7/2020,7554,0.136336121058679
Slovenia,2078932,8/29/2020,2834,0.136319995074394
Japan,126476458,12/10/2020,172406,0.136314696605435
Egypt,102334403,1/1/2021,139471,0.136289454876675
Tajikistan,9537642,12/21/2020,12998,0.136281064019807
Asia,4639847425,8/23/2020,6322721,0.1362700196979
Gambia,2416664,9/9/2020,3293,0.136262219323828
South America,430759772,5/22/2020,586893,0.136246009527556
Pakistan,220892331,9/11/2020,300955,0.136245110293123
Denmark,5792203,4/21/2020,7891,0.136234866077726
Estonia,1326539,5/22/2020,1807,0.136219138675908
Afghanistan,38928341,1/4/2021,53011,0.136175851932657
Hungary,9660350,9/14/2020,13153,0.136154487156262
Russia,145934460,5/9/2020,198676,0.136140566114405
Sweden,10099270,4/17/2020,13743,0.136079142353853
Czechia,10708982,7/22/2020,14570,0.136054015218253
Mauritania,4649660,8/2/2020,6323,0.135988437864274
Pakistan,220892331,9/10/2020,300371,0.135980728095083
Turkey,84339067,4/28/2020,114653,0.135942931405679
Finland,5540718,8/6/2020,7532,0.135939060605503
Mozambique,31255435,2/4/2021,42488,0.135937957670402
Guinea,13132792,3/15/2021,17851,0.135926922470104
Kuwait,4270563,5/5/2020,5804,0.135907139175795
Mauritania,4649660,8/1/2020,6319,0.135902410068693
Malta,441539,5/22/2020,600,0.135888336024677
Mexico,128932753,6/20/2020,175202,0.135886340688002
Tajikistan,9537642,12/20/2020,12960,0.135882642690929
Togo,8278737,4/5/2021,11249,0.135878214273506
Uzbekistan,33469199,9/10/2020,45473,0.135865217449632
South Korea,51269183,1/11/2021,69651,0.135853539932556
Ghana,31072945,8/15/2020,42210,0.135841646165177
Rwanda,12952209,2/16/2021,17594,0.135837832758875
Pakistan,220892331,9/9/2020,300030,0.135826354243145
Antigua and Barbuda,97928,11/13/2020,133,0.135814067478147
Senegal,16743930,1/16/2021,22738,0.135798465473757
Ethiopia,114963583,2/25/2021,156112,0.135792566590413
Algeria,43851043,11/4/2020,59527,0.135748196456809
Albania,2877800,7/17/2020,3906,0.135728681631802
Bosnia and Herzegovina,3280815,6/30/2020,4453,0.13572846990763
Mauritania,4649660,7/31/2020,6310,0.135708847528636
Estonia,1326539,5/21/2020,1800,0.135691449704833
Netherlands,17134873,4/10/2020,23249,0.135682359594962
Bangladesh,164689383,7/26/2020,223453,0.135681484701415
Ukraine,43733759,7/18/2020,59333,0.135668649017799
Malta,441539,5/21/2020,599,0.135661855464636
Pakistan,220892331,9/8/2020,299659,0.13565839911391
Kyrgyzstan,6524191,7/8/2020,8847,0.135603019592774
South Africa,59308690,6/17/2020,80412,0.135582154992801
Finland,5540718,8/5/2020,7512,0.135578096557161
Canada,37742157,4/28/2020,51150,0.135524845599047
Gambia,2416664,9/8/2020,3275,0.135517390915742
Tajikistan,9537642,12/19/2020,12923,0.135494706133864
Pakistan,220892331,9/7/2020,299233,0.135465544976299
Nepal,29136808,8/31/2020,39460,0.135430071818437
Mauritania,4649660,7/30/2020,6295,0.135386243295209
Norway,5421242,4/22/2020,7338,0.135356436772238
Africa,1340598113,11/3/2020,1814230,0.135329893605482
Pakistan,220892331,9/6/2020,298903,0.135316150926036
Malawi,19129955,2/4/2021,25884,0.135306120688731
Malaysia,32365998,11/12/2020,43791,0.135299396607514
Uruguay,3473727,11/22/2020,4699,0.135272576112055
Azerbaijan,10139175,6/23/2020,13715,0.135267415741419
Romania,19237682,6/27/2020,26022,0.1352657768228
Guinea-Bissau,1967998,2/3/2021,2662,0.135264365106062
Guinea-Bissau,1967998,2/4/2021,2662,0.135264365106062
Estonia,1326539,5/20/2020,1794,0.135239144872484
Germany,83783945,4/8/2020,113296,0.135223997867372
Poland,37846605,8/8/2020,51167,0.13519574609136
Kenya,53771300,11/18/2020,72686,0.135176199943092
Togo,8278737,4/4/2021,11187,0.135129307767598
Tajikistan,9537642,12/18/2020,12888,0.135127739120424
Chile,19116209,5/6/2020,25826,0.135100008584338
Guinea,13132792,3/14/2021,17742,0.13509693902104
Finland,5540718,8/4/2020,7483,0.135054698687065
Ethiopia,114963583,2/24/2021,155234,0.135028846482629
Croatia,4105268,8/8/2020,5543,0.135021635615507
Estonia,1326539,5/19/2020,1791,0.135012992456309
Rwanda,12952209,2/15/2021,17484,0.13498855677823
Colombia,50882884,6/21/2020,68652,0.134921597604413
Pakistan,220892331,9/4/2020,298025,0.13491867221049
Pakistan,220892331,9/5/2020,298025,0.13491867221049
Mauritania,4649660,7/29/2020,6273,0.134913090419515
Egypt,102334403,12/31/2020,138062,0.13491259630449
Cape Verde,555988,6/14/2020,750,0.134894997733764
Botswana,2351625,10/1/2020,3172,0.13488545154946
Botswana,2351625,10/2/2020,3172,0.13488545154946
Botswana,2351625,10/3/2020,3172,0.13488545154946
Botswana,2351625,10/4/2020,3172,0.13488545154946
Botswana,2351625,10/5/2020,3172,0.13488545154946
Botswana,2351625,10/6/2020,3172,0.13488545154946
Botswana,2351625,10/7/2020,3172,0.13488545154946
Botswana,2351625,9/28/2020,3172,0.13488545154946
Botswana,2351625,9/29/2020,3172,0.13488545154946
Botswana,2351625,9/30/2020,3172,0.13488545154946
Indonesia,273523621,10/20/2020,368842,0.134848317176965
Honduras,9904608,6/22/2020,13356,0.134846326073682
South Korea,51269183,1/10/2021,69114,0.134806127103683
Guyana,786559,8/25/2020,1060,0.134764207135129
Myanmar,54409794,11/18/2020,73322,0.134758826692121
Tajikistan,9537642,12/17/2020,12852,0.134750287335172
Finland,5540718,8/3/2020,7466,0.134747879245975
Cyprus,875899,8/4/2020,1180,0.134718728985876
Djibouti,988002,5/16/2020,1331,0.134716326485169
Greece,10423056,9/16/2020,14041,0.134710971523131
Pakistan,220892331,9/3/2020,297512,0.134686432368718
Ghana,31072945,8/14/2020,41847,0.134673427317559
Saudi Arabia,34813867,5/14/2020,46869,0.134627388563299
Philippines,109581085,8/13/2020,147526,0.134627248854125
North America,592072204,4/18/2020,797080,0.13462547213245
Slovenia,2078932,8/28/2020,2797,0.134540235082244
Cameroon,26545864,2/25/2021,35714,0.134536965909266
Cameroon,26545864,2/26/2021,35714,0.134536965909266
Cameroon,26545864,2/27/2021,35714,0.134536965909266
Cameroon,26545864,2/28/2021,35714,0.134536965909266
